user,id_mac,timestamp,cpu_percent,cpu_time_user,cpu_ctx_switches,processo_pid_max_cpu,processo_name_max_cpu,processo_cpu_percent_max_cpu,total_processos,virtual_memory_usage,disk_read_kbps,disk_write_kbps,disk_percent,net_kbps_recv,net_packets_sent,net_packets_recv,net_errin,net_errout,net_dropin,net_dropout,usuarios_logados
muril,4c:44:5b:f2:74:61,21/04/2026 22:53:52,34.6,25005.06,181885,13648,Code.exe,21.0,278,87.63686207318567,9536.0,664.1,65.7,7.74,239,272,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 22:54:01,23.0,25019.48,113901,0,System Idle Process,58.05,278,87.96607514380125,5322.8,273.7,65.7,9.16,564,264,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 22:54:09,42.5,25023.06,82242,0,System Idle Process,63.325,277,86.29259576551217,23752.0,43739.6,65.7,4.94,553,259,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 22:54:18,31.1,25031.41,139242,0,System Idle Process,23.1,277,89.23989719740545,30559.9,1245.0,65.7,63.86,1111,1002,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 22:54:27,25.3,25042.17,224646,0,System Idle Process,24.55,282,92.98142210255783,52915.0,554.3,65.7,7.81,575,346,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 22:54:36,89.3,25054.7,268432,0,opera.exe,16.225,285,93.64464569820096,92094.9,1571.6,65.7,10.46,343,361,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 22:54:47,60.2,25066.09,239938,11580,python.exe,64.2,286,93.63607881532248,48385.1,7024.4,65.7,7.59,396,253,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 22:54:55,75.9,25079.3,227042,0,System Idle Process,60.275,287,86.96027414025211,47523.0,97488.6,65.7,18.03,582,485,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 22:55:05,29.5,25084.48,114069,19364,System Idle Process,36.25,287,88.87700403867336,45149.5,13942.4,65.7,9.25,620,340,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 22:55:23,17.0,25108.33,182064,0,System Idle Process,32.3,289,90.00230081997309,34861.8,32933.2,65.7,8.34,643,268,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 22:55:33,78.8,25116.97,178090,0,System Idle Process,42.4,288,95.19711173662955,51844.9,402.8,65.7,13.05,740,394,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 22:55:47,98.5,25139.0,227863,11580,python.exe,31.175,287,91.69599804185535,67833.6,32571.6,65.7,65.77,1072,1083,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 22:55:56,61.7,25163.02,305620,0,System Idle Process,66.05,287,88.66527964753395,20070.8,45060.7,65.7,19.86,696,384,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 22:56:05,34.6,25174.39,116881,0,Code.exe,21.125,289,89.75909925345735,16926.4,308.8,65.7,12.74,790,415,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 22:56:15,57.3,25190.08,220476,0,Discord.exe,38.85,287,91.08735772855219,45418.4,37442.8,65.7,19.63,695,422,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 22:56:24,51.9,25202.3,175775,0,System Idle Process,60.9,285,90.09638967078692,5000.7,2047.4,65.7,12.52,637,373,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 22:56:33,46.0,25209.5,108404,19364,python.exe,54.125,284,90.7581446579366,6714.1,1833.7,65.7,12.02,573,408,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 23:00:33,28.6,25473.08,185432,0,System Idle Process,46.625,282,88.04454779096805,4604.7,47181.9,65.7,5.6,568,251,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 23:00:43,79.0,25482.97,161278,14656,python.exe,58.575,283,88.82682658181373,5609.8,374.5,65.7,7.66,599,363,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 23:00:52,69.3,25496.41,223654,0,System Idle Process,69.85,283,89.55853628686819,21609.5,488.6,65.7,11.82,550,356,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 23:01:01,61.7,25508.27,166015,0,System Idle Process,20.825,284,89.84657936605068,9331.5,211.6,65.7,22.1,1146,487,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 23:01:10,36.1,25519.59,161201,0,System Idle Process,50.675,283,87.12617794639579,6768.0,13669.4,65.7,9.05,532,313,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 23:01:18,30.2,25528.52,160896,0,System Idle Process,51.9,283,88.51073308040631,11134.8,71.9,65.7,9.31,601,297,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 23:01:27,15.6,25535.27,136200,0,System Idle Process,67.05,284,90.41409864153714,11281.1,336.7,65.7,11.43,596,352,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 23:01:36,37.0,25538.98,80968,0,python.exe,44.875,283,90.22543140374495,6394.1,857.9,65.7,10.88,653,306,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 23:01:47,86.6,25552.95,201223,13648,python.exe,55.225,283,92.09531269122506,40152.8,578.5,65.7,60.33,1106,975,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 23:01:57,27.2,25567.33,207105,10772,Discord.exe,38.85,282,93.71993636029862,38109.8,512.8,65.7,14.83,732,371,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 23:02:08,100.0,25585.62,228175,19364,System Idle Process,28.05,283,93.26931832089096,38554.6,5524.6,65.7,38.87,683,724,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 23:02:16,29.2,25600.03,182209,0,System Idle Process,64.325,282,91.06048219312201,12975.7,47796.4,65.7,29.61,774,777,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 23:02:25,30.8,25607.22,95279,0,System Idle Process,64.275,282,90.46863297026067,3354.5,306.8,65.7,7.31,521,310,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 23:03:00,38.1,25645.89,194651,19364,System Idle Process,37.475,281,92.24643250520133,134385.5,266.2,65.7,16.37,505,326,0,0,0,0,1
muril,4c:44:5b:f2:74:61,21/04/2026 23:03:10,72.4,25656.34,222793,19364,python.exe,31.225,282,91.46175498714967,127772.2,399.2,65.7,34.24,590,358,0,0,0,0,1
